onet,onet_title,noc 2021,noc_title,noc 2016,noc 2016 title,Noc 2006,noc_title_2006
51-4041.00,Machinists,72100,Machinists and machining and tooling inspectors,7231,Machinists and machining and tooling inspectors,H311,Machinists and machining and tooling inspectors
51-4111.00,Tool and Die Makers,72101,Tool and die makers,7232,Tool and die makers,H312,Tool and die makers
47-2211.00,Sheet Metal Workers,72102,Sheet metal workers,7233,Sheet metal workers,H321,Sheet metal workers
47-2011.00,Boilermakers,72103,Boilermakers,7234,Boilermakers,H322,Boilermakers
51-2041.00,Structural Metal Fabricators and Fitters,72104,Structural metal and platework fabricators and fitters,7235,Structural metal and platework fabricators and fitters,H323,Structural metal and platework fabricators and fitters
47-2171.00,Reinforcing Iron and Rebar Workers,72105,Ironworkers,7236,Ironworkers,H324,Ironworkers
47-2221.00,Structural Iron and Steel Workers,72105,Ironworkers,7236,Ironworkers,H324,Ironworkers
51-4121.00,"Welders, Cutters, Solderers, and Brazers",72106,Welders and related machine operators,7237,Welders and related machine operators,H326,Welders and related machine operators
51-4121.00,"Welders, Cutters, and Welder Fitters",72106,Welders and related machine operators,7237,Welders and related machine operators,H326,Welders and related machine operators
51-4121.00,Solderers and Brazers,72106,Welders and related machine operators,7237,Welders and related machine operators,H326,Welders and related machine operators
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",72106,Welders and related machine operators,7237,Welders and related machine operators,H326,Welders and related machine operators
47-2111.00,Electricians,72200,Electricians (except industrial and power system),7241,Electricians (except industrial and power system),H211,Electricians (except industrial and power system)
47-2111.00,Electricians,72201,Industrial electricians,7242,Industrial electricians,H212,Industrial electricians
49-9097.00,Signal and Track Switch Repairers,72201,Industrial electricians,7242,Industrial electricians,H212,Industrial electricians
47-2111.00,Electricians,72202,Power system electricians,7243,Power system electricians,H213,Power system electricians
49-9051.00,Electrical Power-Line Installers and Repairers,72203,Electrical power line and cable workers,7244,Electrical power line and cable workers,H214,Electrical power line and cable workers
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,72204,Telecommunications line and cable installers and repairers,7245,Telecommunications line and cable workers,H215,Telecommunications line and cable workers
49-9052.00,Telecommunications Line Installers and Repairers,72204,Telecommunications line and cable installers and repairers,7245,Telecommunications line and cable workers,H215,Telecommunications line and cable workers
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",72205,Telecommunications equipment installation and cable television service technicians,7246,Telecommunications installation and repair workers,H216,Telecommunications installation and repair workers
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,72205,Telecommunications equipment installation and cable television service technicians,7246,Telecommunications installation and repair workers,H216,Telecommunications installation and repair workers
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",72300,Plumbers,7251,Plumbers,H111,Plumbers
47-2152.00,Plumbers,72300,Plumbers,7251,Plumbers,H111,Plumbers
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",72301,"Steamfitters, pipefitters and sprinkler system installers",7252,"Steamfitters, pipefitters and sprinkler system installers",H112,"Steamfitters, pipefitters and sprinkler system installers"
47-2152.00,Pipe Fitters and Steamfitters,72301,"Steamfitters, pipefitters and sprinkler system installers",7252,"Steamfitters, pipefitters and sprinkler system installers",H112,"Steamfitters, pipefitters and sprinkler system installers"
47-2152.00,Pipe Fitters and Steamfitters,72302,Gas fitters,7253,Gas fitters,H113,Gas fitters
51-7011.00,Cabinetmakers and Bench Carpenters,72310,Carpenters,7271,Carpenters,H121,Carpenters
51-7011.00,Cabinetmakers and Bench Carpenters,72311,Cabinetmakers,7272,Cabinetmakers,H122,Cabinetmakers
47-2021.00,Brickmasons and Blockmasons,72320,Bricklayers,7281,Bricklayers,H131,Bricklayers
47-2022.00,Stonemasons,72320,Bricklayers,7281,Bricklayers,H131,Bricklayers
51-9195.03,"Stone Cutters and Carvers, Manufacturing",72320,Bricklayers,7281,Bricklayers,H131,Bricklayers
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",72321,Insulators,7293,Insulators,H143,Insulators
49-9041.00,Industrial Machinery Mechanics,72400,Construction millwrights and industrial mechanics,7311,Construction millwrights and industrial mechanics,H411,Construction millwrights and industrial mechanics (except textile)
49-9044.00,Millwrights,72400,Construction millwrights and industrial mechanics,7311,Construction millwrights and industrial mechanics,H411,Construction millwrights and industrial mechanics (except textile)
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",72401,Heavy-duty equipment mechanics,7312,Heavy-duty equipment mechanics,H412,Heavy-duty equipment mechanics
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",72402,"Heating, refrigeration and air conditioning mechanics",7313,Refrigeration and air conditioning mechanics,H413,Refrigeration and air conditioning mechanics
49-9021.00,Heating and Air Conditioning Mechanics and Installers,72402,"Heating, refrigeration and air conditioning mechanics",7313,Refrigeration and air conditioning mechanics,H413,Refrigeration and air conditioning mechanics
49-9021.00,Refrigeration Mechanics and Installers,72402,"Heating, refrigeration and air conditioning mechanics",7313,Refrigeration and air conditioning mechanics,H413,Refrigeration and air conditioning mechanics
49-3043.00,Rail Car Repairers,72403,Railway carmen/women,7314,Railway carmen/women,H414,Railway carmen/women
49-3011.00,Aircraft Mechanics and Service Technicians,72404,Aircraft mechanics and aircraft inspectors,7315,Aircraft mechanics and aircraft inspectors,H415,Aircraft mechanics and aircraft inspectors
51-4041.00,Machinists,72405,Machine fitters,7316,Machine fitters,H416,Machine fitters
47-4021.00,Elevator Installers and Repairers,72406,Elevator constructors and mechanics,7318,Elevator constructors and mechanics,H418,Elevator constructors and mechanics
17-3027.01,Automotive Engineering Technicians,72410,"Automotive service technicians, truck and bus mechanics and mechanical repairers",7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",H421,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
49-3023.00,Automotive Service Technicians and Mechanics,72410,"Automotive service technicians, truck and bus mechanics and mechanical repairers",7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",H421,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
49-3023.00,Automotive Master Mechanics,72410,"Automotive service technicians, truck and bus mechanics and mechanical repairers",7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",H421,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
49-3023.00,Automotive Specialty Technicians,72410,"Automotive service technicians, truck and bus mechanics and mechanical repairers",7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",H421,"Automotive service technicians, truck and bus mechanics and mechanical repairers"
51-9124.00,"Painters, Transportation Equipment",72411,"Auto body collision, refinishing and glass technicians and damage repair estimators",7322,Motor vehicle body repairers,H422,Motor vehicle body repairers
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",72420,Oil and solid fuel heating mechanics,7331,Oil and solid fuel heating mechanics,H431,Oil and solid fuel heating mechanics
49-9021.00,Heating and Air Conditioning Mechanics and Installers,72420,Oil and solid fuel heating mechanics,7331,Oil and solid fuel heating mechanics,H431,Oil and solid fuel heating mechanics
49-9031.00,Home Appliance Repairers,72421,Appliance servicers and repairers,7332,Appliance servicers and repairers,H432,Electric appliance servicers and repairers
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",72422,Electrical mechanics,7333,Electrical mechanics,H433,Electrical mechanics
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",72422,Electrical mechanics,7333,Electrical mechanics,H433,Electrical mechanics
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",72422,Electrical mechanics,7333,Electrical mechanics,H433,Electrical mechanics
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",72422,Electrical mechanics,7333,Electrical mechanics,H433,Electrical mechanics
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",72422,Electrical mechanics,7333,Electrical mechanics,H433,Electrical mechanics
49-3052.00,Motorcycle Mechanics,72423,"Motorcycle, all-terrain vehicle and other related mechanics",7334,"Motorcycle, all-terrain vehicle and other related mechanics",H434,Motorcycle and other related mechanics
49-9094.00,Locksmiths and Safe Repairers,72423,"Motorcycle, all-terrain vehicle and other related mechanics",7334,"Motorcycle, all-terrain vehicle and other related mechanics",H434,Motorcycle and other related mechanics
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,72429,Other small engine and small equipment repairers,7335,Other small engine and small equipment repairers,H435,Other small engine and equipment mechanics
49-9096.00,Riggers,72500,Crane operators,7371,Crane operators,H621,Crane operators
53-7021.00,Crane and Tower Operators,72500,Crane operators,7371,Crane operators,H621,Crane operators
53-7022.00,Excavating and Loading Machine and Dragline Operators,72500,Crane operators,7371,Crane operators,H621,Crane operators
47-5023.00,"Earth Drillers, Except Oil and Gas",72501,Water well drillers,7373,Water well drillers,H623,Water well drillers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",72600,"Air pilots, flight engineers and flying instructors",2271,"Air pilots, flight engineers and flying instructors",C171,"Air pilots, flight engineers and flying instructors"
45-1011.00,First-Line Supervisors of Aquacultural Workers,72600,"Air pilots, flight engineers and flying instructors",2271,"Air pilots, flight engineers and flying instructors",C171,"Air pilots, flight engineers and flying instructors"
45-1011.00,First-Line Supervisors of Agricultural Crop and Horticultural Workers,72600,"Air pilots, flight engineers and flying instructors",2271,"Air pilots, flight engineers and flying instructors",C171,"Air pilots, flight engineers and flying instructors"
45-1011.00,First-Line Supervisors of Animal Husbandry and Animal Care Workers,72600,"Air pilots, flight engineers and flying instructors",2271,"Air pilots, flight engineers and flying instructors",C171,"Air pilots, flight engineers and flying instructors"
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",72600,"Air pilots, flight engineers and flying instructors",2271,"Air pilots, flight engineers and flying instructors",C171,"Air pilots, flight engineers and flying instructors"
53-2021.00,Air Traffic Controllers,72601,Air traffic controllers and related occupations,2272,Air traffic controllers and related occupations,C172,Air traffic control and related occupations
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",72602,"Deck officers, water transport",2273,"Deck officers, water transport",C173,"Deck officers, water transport"
53-5021.00,Ship and Boat Captains,72602,"Deck officers, water transport",2273,"Deck officers, water transport",C173,"Deck officers, water transport"
53-5021.00,"Mates- Ship, Boat, and Barge",72602,"Deck officers, water transport",2273,"Deck officers, water transport",C173,"Deck officers, water transport"
53-5021.00,"Pilots, Ship",72602,"Deck officers, water transport",2273,"Deck officers, water transport",C173,"Deck officers, water transport"
53-5031.00,Ship Engineers,72603,"Engineer officers, water transport",2274,"Engineer officers, water transport",C174,"Engineer officers, water transport"
53-4031.00,Railroad Conductors and Yardmasters,72604,Railway traffic controllers and marine traffic regulators,2275,Railway traffic controllers and marine traffic regulators,C175,Railway traffic controllers and marine traffic regulators
49-9094.00,Locksmiths and Safe Repairers,72999,Other technical trades and related occupations,7384,"Other trades and related occupations, n.e.c.",H325,Blacksmiths and die setters
47-2051.00,Cement Masons and Concrete Finishers,73100,Concrete finishers,7282,Concrete finishers,H132,Concrete finishers
47-2044.00,Tile and Marble Setters,73101,Tilesetters,7283,Tilesetters,H133,Tilesetters
47-2161.00,Plasterers and Stucco Masons,73102,"Plasterers, drywall installers and finishers and lathers",7284,"Plasterers, drywall installers and finishers and lathers",H134,"Plasterers, drywall installers and finishers and lathers"
47-2181.00,Roofers,73110,Roofers and shinglers,7291,Roofers and shinglers,H141,Roofers and shinglers
47-2121.00,Glaziers,73111,Glaziers,7292,Glaziers,H142,Glaziers
51-9123.00,"Painting, Coating, and Decorating Workers",73112,Painters and decorators (except interior decorators),7294,Painters and decorators (except interior decorators),H144,Painters and decorators
47-2041.00,Carpet Installers,73113,Floor covering installers,7295,Floor covering installers,H145,Floor covering installers
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",73113,Floor covering installers,7295,Floor covering installers,H145,Floor covering installers
47-4031.00,Fence Erectors,73200,Residential and commercial installers and servicers,7441,Residential and commercial installers and servicers,H531,Residential and commercial installers and servicers
47-2152.04,Solar Thermal Installers and Technicians,73200,Residential and commercial installers and servicers,7441,Residential and commercial installers and servicers,H531,Residential and commercial installers and servicers
47-4099.03,Weatherization Installers and Technicians,73200,Residential and commercial installers and servicers,7441,Residential and commercial installers and servicers,H531,Residential and commercial installers and servicers
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,73200,Residential and commercial installers and servicers,7441,Residential and commercial installers and servicers,H531,Residential and commercial installers and servicers
49-9095.00,Manufactured Building and Mobile Home Installers,73200,Residential and commercial installers and servicers,7441,Residential and commercial installers and servicers,H531,Residential and commercial installers and servicers
49-9071.00,"Maintenance and Repair Workers, General",73201,General building maintenance workers and building superintendents,6733,"Janitors, caretakers and building superintendents",G933,"Janitors, caretakers and building superintendents"
37-2021.00,Pest Control Workers,73202,Pest controllers and fumigators,7444,Pest controllers and fumigators,H534,Pest controllers and fumigators
37-3019.00,"Grounds Maintenance Workers, All Other",73209,Other repairers and servicers,7445,Other repairers and servicers,H535,Other repairers and servicers
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,73300,Transport truck drivers,7511,Transport truck drivers,H711,Truck drivers
53-3052.00,"Bus Drivers, Transit and Intercity",73301,"Bus drivers, subway operators and other transit operators",7512,"Bus drivers, subway operators and other transit operators",H712,"Bus drivers, subway operators and other transit operators"
53-3051.00,"Bus Drivers, School",73301,"Bus drivers, subway operators and other transit operators",7512,"Bus drivers, subway operators and other transit operators",H712,"Bus drivers, subway operators and other transit operators"
53-3053.00,Shuttle Drivers and Chauffers,73301,"Bus drivers, subway operators and other transit operators",7512,"Bus drivers, subway operators and other transit operators",H712,"Bus drivers, subway operators and other transit operators"
53-4041.00,Subway and Streetcar Operators,73301,"Bus drivers, subway operators and other transit operators",7512,"Bus drivers, subway operators and other transit operators",H712,"Bus drivers, subway operators and other transit operators"
53-4011.00,Locomotive Engineers,73310,Railway and yard locomotive engineers,7361,Railway and yard locomotive engineers,H721,Railway and yard locomotive engineers
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",73310,Railway and yard locomotive engineers,7361,Railway and yard locomotive engineers,H721,Railway and yard locomotive engineers
53-4031.00,Railroad Conductors and Yardmasters,73311,Railway conductors and brakemen/women,7362,Railway conductors and brakemen/women,H722,Railway conductors and brakemen/women
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",73400,Heavy equipment operators,7521,Heavy equipment operators (except crane),H611,Heavy equipment operators (except crane)
47-2072.00,Pile-Driver Operators,73400,Heavy equipment operators,7521,Heavy equipment operators (except crane),H611,Heavy equipment operators (except crane)
47-2073.00,Operating Engineers and Other Construction Equipment Operators,73400,Heavy equipment operators,7521,Heavy equipment operators (except crane),H611,Heavy equipment operators (except crane)
53-7031.00,Dredge Operators,73400,Heavy equipment operators,7521,Heavy equipment operators (except crane),H611,Heavy equipment operators (except crane)
47-5022.00,Excavating and Loading Machine and Dragline Operators,73400,Heavy equipment operators,7521,Heavy equipment operators (except crane),H611,Heavy equipment operators (except crane)
51-5112.00,Printing Press Operators,73401,Printing press operators,7381,Printing press operators,H521,Printing press operators
47-5023.00,"Earth Drillers, Except Oil and Gas",73402,"Drillers and blasters - surface mining, quarrying and construction",7372,"Drillers and blasters - surface mining, quarrying and construction",H622,"Drillers and blasters - surface mining, quarrying and construction"
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",74100,Mail and parcel sorters and related occupations,1511,"Mail, postal and related workers",B561,"Mail, postal and related clerks"
43-5052.00,Postal Service Mail Carriers,74101,Letter carriers,1512,Letter carriers,B562,Letter carriers
43-5021.00,Couriers and Messengers,74102,Couriers and messengers,1513,"Couriers, messengers and door-to-door distributors",B563,"Couriers, messengers and door-to-door distributors"
53-3033.00,Light Truck or Delivery Services Drivers,74102,Couriers and messengers,1513,"Couriers, messengers and door-to-door distributors",B563,"Couriers, messengers and door-to-door distributors"
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,74200,Railway yard and track maintenance workers,7531,Railway yard and track maintenance workers,H731,Railway yard workers
53-5011.00,Sailors and Marine Oilers,74201,Water transport deck and engine room crew,7532,Water transport deck and engine room crew,H733,"Deck crew, water transport"
11-3071.00,Logistics Managers,74202,Air transport ramp attendants,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",B415,"Supervisors, recording, distributing and scheduling occupations"
43-5011.00,Cargo and Freight Agents,74202,Air transport ramp attendants,1215,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",B415,"Supervisors, recording, distributing and scheduling occupations"
49-3023.00,Automotive Specialty Technicians,74203,Automotive and heavy truck and equipment parts installers and servicers,7535,Other automotive mechanical installers and servicers,H533,Automotive mechanical installers and servicers
49-3093.00,Tire Repairers and Changers,74203,Automotive and heavy truck and equipment parts installers and servicers,7535,Other automotive mechanical installers and servicers,H533,Automotive mechanical installers and servicers
49-9043.00,"Maintenance Workers, Machinery",74203,Automotive and heavy truck and equipment parts installers and servicers,7535,Other automotive mechanical installers and servicers,H533,Automotive mechanical installers and servicers
47-4051.00,Highway Maintenance Workers,74204,Utility maintenance workers,7442,Waterworks and gas maintenance workers,H532,Waterworks and gas maintenance workers
49-9071.00,"Maintenance and Repair Workers, General",74204,Utility maintenance workers,7442,Waterworks and gas maintenance workers,H532,Waterworks and gas maintenance workers
53-7081.00,Refuse and Recyclable Material Collectors,74204,Utility maintenance workers,7442,Waterworks and gas maintenance workers,H532,Waterworks and gas maintenance workers
47-4051.00,Highway Maintenance Workers,74205,Public works maintenance equipment operators and related workers,7522,Public works maintenance equipment operators and related workers,H612,Public works maintenance equipment operators
53-7081.00,Refuse and Recyclable Material Collectors,74205,Public works maintenance equipment operators and related workers,7522,Public works maintenance equipment operators and related workers,H612,Public works maintenance equipment operators
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",75100,Longshore workers,7451,Longshore workers,H811,Longshore workers
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",75101,Material handlers,6221,Technical sales specialists - wholesale trade,G121,Technical sales specialists - wholesale trade
41-4011.07,Solar Sales Representatives and Assessors,75101,Material handlers,6221,Technical sales specialists - wholesale trade,G121,Technical sales specialists - wholesale trade
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",75101,Material handlers,6221,Technical sales specialists - wholesale trade,G121,Technical sales specialists - wholesale trade
53-7011.00,Conveyor Operators and Tenders,75101,Material handlers,6221,Technical sales specialists - wholesale trade,G121,Technical sales specialists - wholesale trade
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",75101,Material handlers,6221,Technical sales specialists - wholesale trade,G121,Technical sales specialists - wholesale trade
47-2061.00,Construction Laborers,75110,Construction trades helpers and labourers,7371,Crane operators,H621,Crane operators
47-2151.00,Pipelayers,75110,Construction trades helpers and labourers,7371,Crane operators,H621,Crane operators
47-4051.00,Highway Maintenance Workers,75110,Construction trades helpers and labourers,7371,Crane operators,H621,Crane operators
47-4099.00,"Construction and Related Workers, All Other",75110,Construction trades helpers and labourers,7371,Crane operators,H621,Crane operators
49-9096.00,Riggers,75110,Construction trades helpers and labourers,7371,Crane operators,H621,Crane operators
53-7021.00,Crane and Tower Operators,75110,Construction trades helpers and labourers,7371,Crane operators,H621,Crane operators
47-5022.00,Excavating and Loading Machine and Dragline Operators,75110,Construction trades helpers and labourers,7371,Crane operators,H621,Crane operators
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",75119,Other trades helpers and labourers,7612,Other trades helpers and labourers,H822,Other trades helpers and labourers
53-3054.00,Taxi Drivers,75200,Taxi and limousine drivers and chauffeurs,7513,Taxi and limousine drivers and chauffeurs,H713,Taxi and limousine drivers and chauffeurs
43-5021.00,Couriers and Messengers,75201,Delivery service drivers and door-to-door distributors,1513,"Couriers, messengers and door-to-door distributors",B563,"Couriers, messengers and door-to-door distributors"
53-3033.00,Light Truck or Delivery Services Drivers,75201,Delivery service drivers and door-to-door distributors,1513,"Couriers, messengers and door-to-door distributors",B563,"Couriers, messengers and door-to-door distributors"
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",75210,Boat and cable ferry operators and related occupations,7533,Boat and cable ferry operators and related occupations,H735,Lock and cable ferry operators and related occupations
53-5021.00,Ship and Boat Captains,75210,Boat and cable ferry operators and related occupations,7533,Boat and cable ferry operators and related occupations,H735,Lock and cable ferry operators and related occupations
53-5021.00,"Mates- Ship, Boat, and Barge",75210,Boat and cable ferry operators and related occupations,7533,Boat and cable ferry operators and related occupations,H735,Lock and cable ferry operators and related occupations
53-5021.00,"Pilots, Ship",75210,Boat and cable ferry operators and related occupations,7533,Boat and cable ferry operators and related occupations,H735,Lock and cable ferry operators and related occupations
53-4022.00,Locomotive Firers,75211,Railway and motor transport labourers,7622,Railway and motor transport labourers,H832,Railway and motor transport labourers
53-7081.00,Refuse and Recyclable Material Collectors,75212,Public works and maintenance labourers,7621,Public works and maintenance labourers,H831,Public works and maintenance labourers
11-9199.00,"Managers, All Other",80010,Managers in natural resources production and fishing,811,Managers in natural resources production and fishing,A381,Primary production managers (except agriculture)
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",80020,Managers in agriculture,821,Managers in agriculture,I011,Farmers and farm managers
11-9013.00,Farm and Ranch Managers,80020,Managers in agriculture,821,Managers in agriculture,I011,Farmers and farm managers
11-9013.00,Nursery and Greenhouse Managers,80021,Managers in horticulture,822,Managers in horticulture,I014,Nursery and greenhouse operators and managers
11-9013.00,Aquacultural Managers,80022,Managers in aquaculture,823,Managers in aquaculture,I017,Aquaculture operators and managers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",82010,"Supervisors, logging and forestry",8211,"Supervisors, logging and forestry",I111,"Supervisors, logging and forestry"
45-1011.00,First-Line Supervisors of Logging Workers,82010,"Supervisors, logging and forestry",8211,"Supervisors, logging and forestry",I111,"Supervisors, logging and forestry"
45-1011.00,First-Line Supervisors of Aquacultural Workers,82010,"Supervisors, logging and forestry",8211,"Supervisors, logging and forestry",I111,"Supervisors, logging and forestry"
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,82020,"Supervisors, mining and quarrying",8221,"Supervisors, mining and quarrying",I121,"Supervisors, mining and quarrying"
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,82021,"Contractors and supervisors, oil and gas drilling and services",8222,"Contractors and supervisors, oil and gas drilling and services",I122,"Supervisors, oil and gas drilling and service"
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",82030,Agricultural service contractors and farm supervisors,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",I012,Agricultural and related service contractors and managers
45-1011.00,First-Line Supervisors of Aquacultural Workers,82030,Agricultural service contractors and farm supervisors,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",I012,Agricultural and related service contractors and managers
45-1011.00,First-Line Supervisors of Agricultural Crop and Horticultural Workers,82030,Agricultural service contractors and farm supervisors,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",I012,Agricultural and related service contractors and managers
45-1011.00,First-Line Supervisors of Animal Husbandry and Animal Care Workers,82030,Agricultural service contractors and farm supervisors,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",I012,Agricultural and related service contractors and managers
13-1074.00,Farm Labor Contractors,82030,Agricultural service contractors and farm supervisors,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",I012,Agricultural and related service contractors and managers
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",82031,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",I015,Landscaping and grounds maintenance contractors and managers
45-1011.00,First-Line Supervisors of Agricultural Crop and Horticultural Workers,82031,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",I015,Landscaping and grounds maintenance contractors and managers
45-1011.00,First-Line Supervisors of Animal Husbandry and Animal Care Workers,82031,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",I015,Landscaping and grounds maintenance contractors and managers
47-5012.00,"Rotary Drill Operators, Oil and Gas",83100,Underground production and development miners,8231,Underground production and development miners,I131,Underground production and development miners
47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",83100,Underground production and development miners,8231,Underground production and development miners,I131,Underground production and development miners
47-5023.00,"Earth Drillers, Except Oil and Gas",83100,Underground production and development miners,8231,Underground production and development miners,I131,Underground production and development miners
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",83100,Underground production and development miners,8231,Underground production and development miners,I131,Underground production and development miners
47-5041.00,Continuous Mining Machine Operators,83100,Underground production and development miners,8231,Underground production and development miners,I131,Underground production and development miners
47-5049.00,Mine Cutting and Channeling Machine Operators,83100,Underground production and development miners,8231,Underground production and development miners,I131,Underground production and development miners
47-5049.00,"Mining Machine Operators, All Other",83100,Underground production and development miners,8231,Underground production and development miners,I131,Underground production and development miners
47-5043.00,"Roof Bolters, Mining",83100,Underground production and development miners,8231,Underground production and development miners,I131,Underground production and development miners
47-5044.00,"Loading Machine Operators, Underground Mining",83100,Underground production and development miners,8231,Underground production and development miners,I131,Underground production and development miners
47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",83101,"Oil and gas well drillers, servicers, testers and related workers",8232,"Oil and gas well drillers, servicers, testers and related workers",I132,"Oil and gas well drillers, servicers, testers and related workers"
45-4022.00,Logging Equipment Operators,83110,Logging machinery operators,8241,Logging machinery operators,I151,Logging machinery operators
45-3031.00,Fishers and Related Fishing Workers,83120,Fishing masters and officers,8261,Fishing masters and officers,I171,Fishing masters and officers
45-3031.00,Fishers and Related Fishing Workers,83121,Fishermen/women,8262,Fishermen/women,I172,Fishing vessel skippers and fishermen/women
47-5081.00,Helpers--Extraction Workers,84100,Underground mine service and support workers,8411,Underground mine service and support workers,I141,Underground mine service and support workers
47-5011.00,"Derrick Operators, Oil and Gas",84101,Oil and gas well drilling and related workers and services operators,8412,Oil and gas well drilling and related workers and services operators,I142,Oil and gas well drilling workers and services operators
45-4021.00,Fallers,84110,Chain saw and skidder operators,8421,Chain saw and skidder operators,I161,Chain saw and skidder operators
45-4011.00,Forest and Conservation Workers,84111,Silviculture and forestry workers,8422,Silviculture and forestry workers,I162,Silviculture and forestry workers
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",84120,Specialized livestock workers and farm machinery operators,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",I012,Agricultural and related service contractors and managers
45-1011.00,First-Line Supervisors of Aquacultural Workers,84120,Specialized livestock workers and farm machinery operators,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",I012,Agricultural and related service contractors and managers
45-1011.00,First-Line Supervisors of Agricultural Crop and Horticultural Workers,84120,Specialized livestock workers and farm machinery operators,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",I012,Agricultural and related service contractors and managers
45-1011.00,First-Line Supervisors of Animal Husbandry and Animal Care Workers,84120,Specialized livestock workers and farm machinery operators,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",I012,Agricultural and related service contractors and managers
45-2092.00,"Farmworkers and Laborers, Crop",84120,Specialized livestock workers and farm machinery operators,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",I012,Agricultural and related service contractors and managers
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",84120,Specialized livestock workers and farm machinery operators,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",I012,Agricultural and related service contractors and managers
45-3031.00,Fishers and Related Fishing Workers,84121,Fishing vessel deckhands,8441,Fishing vessel deckhands,I181,Fishing vessel deckhands
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",85100,Livestock labourers,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",I012,Agricultural and related service contractors and managers
